,text1,text2,label
289,2 pub_token 5 fn_token var1 paren_token 4 1 self_token 3 var2 colon_token 3 star_token Mut var3 3 offset colon_token var4 3 len colon_token var4 Result 2 brace_token 5 4 let_token var5 2 5 5 offset dot_token var6 paren_token len dot_token var7 paren_token var8 question_token semi_token 3 if_token 2 var5 var9 2 brace_token 2 return_token 3 var10 paren_token var8 4 let_token var11 2 5 5 self dot_token var12 paren_token token dot_token var7 paren_token var8 question_token semi_token 2 unsafe_token 2 brace_token 3 2 ptr var13 paren_token 3 5 2 paren_token 3 2 var11 dot_token as_token 3 star_token Mut var3 dot_token var14 paren_token offset var2 len 3 var15 paren_token paren_token,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 4 let_token 3 var1 brace_token 2 1 var2 1 var3 2 self dot_token semi_token 4 if_token 2 4 2 self dot_token dot_token len paren_token 2 self dot_token 2 brace_token 5 2 self dot_token dot_token var4 paren_token 2 var2 var3 4 if_token 2 var2 var3 2 brace_token 2 unsafe_token 2 brace_token 5 2 self dot_token dot_token set_len paren_token 2 self dot_token 3 if_token 2 var3 2 self dot_token 2 brace_token 2 unsafe_token 2 brace_token 5 4 let_token ptr 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var5 paren_token var2 semi_token 4 let_token var6 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var5 paren_token var3 semi_token 4 let_token var7 2 2 self dot_token var3 semi_token 3 2 ptr var8 paren_token 3 var6 ptr var7 5 2 self dot_token dot_token set_len paren_token 2 var2 var7,1
290,2 pub_token 5 fn_token var1 paren_token 4 1 self_token 3 var2 colon_token 3 star_token Mut var3 3 offset colon_token var4 3 len colon_token var4 Result 2 brace_token 5 4 let_token var5 2 5 5 offset dot_token var6 paren_token len dot_token var7 paren_token var8 question_token semi_token 3 if_token 2 var5 var9 2 brace_token 2 return_token 3 var10 paren_token var8 4 let_token var11 2 5 5 self dot_token var12 paren_token token dot_token var7 paren_token var8 question_token semi_token 2 unsafe_token 2 brace_token 3 2 ptr var13 paren_token 3 5 2 paren_token 3 2 var11 dot_token as_token 3 star_token Mut var3 dot_token var14 paren_token offset var2 len 3 var15 paren_token paren_token,2 pub_token 4 fn_token var1 paren_token 3 2 Mut self_token 3 var2 colon_token var3 3 var4 colon_token 2 and_token str 2 brace_token 7 3 var5 bang_token tokens 4 var5 bang_token tokens 4 let_token len 4 self dot_token len paren_token semi_token 4 let_token var6 4 var4 dot_token len paren_token semi_token 5 2 self dot_token dot_token var7 paren_token var6 2 unsafe_token 2 brace_token 2 5 2 self dot_token dot_token set_len paren_token 2 len var6 3 2 ptr var8 paren_token 3 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var9 paren_token var2 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var9 paren_token 2 var2 var6 2 len var2 5 2 paren_token 3 and_token Mut 3 2 self dot_token bracket_token 2 var2 2 paren_token 2 var2 var6 dot_token var8_from_slice paren_token 4 var4 dot_token var11 paren_token,1
291,2 pub_token 5 fn_token var1 paren_token 4 1 self_token 3 var2 colon_token 3 star_token Mut var3 3 offset colon_token var4 3 len colon_token var4 Result 2 brace_token 5 4 let_token var5 2 5 5 offset dot_token var6 paren_token len dot_token var7 paren_token var8 question_token semi_token 3 if_token 2 var5 var9 2 brace_token 2 return_token 3 var10 paren_token var8 4 let_token var11 2 5 5 self dot_token var12 paren_token token dot_token var7 paren_token var8 question_token semi_token 2 unsafe_token 2 brace_token 3 2 ptr var13 paren_token 3 5 2 paren_token 3 2 var11 dot_token as_token 3 star_token Mut var3 dot_token var14 paren_token offset var2 len 3 var15 paren_token paren_token,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 3 2 ptr var1 paren_token 3 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var2 paren_token 2 self dot_token 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var2 paren_token 2 2 self dot_token 2 self dot_token 2 2 self dot_token 2 self dot_token 2 unsafe_token 2 brace_token 5 2 self dot_token dot_token set_len paren_token 2 2 self dot_token 2 self dot_token,1
292,2 pub_token 5 fn_token var1 paren_token 4 1 self_token 3 var2 colon_token 3 star_token Mut var3 3 offset colon_token var4 3 len colon_token var4 Result 2 brace_token 5 4 let_token var5 2 5 5 offset dot_token var6 paren_token len dot_token var7 paren_token var8 question_token semi_token 3 if_token 2 var5 var9 2 brace_token 2 return_token 3 var10 paren_token var8 4 let_token var11 2 5 5 self dot_token var12 paren_token token dot_token var7 paren_token var8 question_token semi_token 2 unsafe_token 2 brace_token 3 2 ptr var13 paren_token 3 5 2 paren_token 3 2 var11 dot_token as_token 3 star_token Mut var3 dot_token var14 paren_token offset var2 len 3 var15 paren_token paren_token,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 unsafe_token 2 brace_token 8 4 let_token ptr 4 2 self dot_token dot_token as_mut_ptr paren_token semi_token 4 let_token len 4 2 self dot_token dot_token len paren_token semi_token 4 let_token var1 5 len dot_token wrapping_sub paren_token 2 self dot_token semi_token 4 let_token var2 5 ptr dot_token var3 paren_token 2 self dot_token semi_token 4 let_token var4 5 ptr dot_token var3 paren_token 2 self dot_token semi_token 3 2 ptr var5 paren_token 3 var4 var2 var1 4 let_token var6 5 2 self dot_token dot_token wrapping_sub paren_token 2 self dot_token semi_token 5 2 self dot_token dot_token set_len paren_token 2 len var6,1
293,2 pub_token 5 fn_token var1 paren_token 4 1 self_token 3 var2 colon_token 3 star_token Mut var3 3 offset colon_token var4 3 len colon_token var4 Result 2 brace_token 5 4 let_token var5 2 5 5 offset dot_token var6 paren_token len dot_token var7 paren_token var8 question_token semi_token 3 if_token 2 var5 var9 2 brace_token 2 return_token 3 var10 paren_token var8 4 let_token var11 2 5 5 self dot_token var12 paren_token token dot_token var7 paren_token var8 question_token semi_token 2 unsafe_token 2 brace_token 3 2 ptr var13 paren_token 3 5 2 paren_token 3 2 var11 dot_token as_token 3 star_token Mut var3 dot_token var14 paren_token offset var2 len 3 var15 paren_token paren_token,2 pub_token 5 fn_token var1 paren_token 2 2 Mut self_token 3 var2 colon_token 3 and_token Mut 2 bracket_token var3 var4 2 brace_token 4 4 let_token 2 Mut var5 4 var2 dot_token len paren_token semi_token 4 let_token 2 Mut var6 token semi_token 4 let_token var7 3 and_token Mut 2 self dot_token semi_token 2 loop_token 2 brace_token 5 3 if_token 2 var5 token 2 brace_token 2 3 if_token 2 2 self dot_token token 2 brace_token 2 2 self dot_token var6 2 break_token var6 4 let_token var8 4 var7 dot_token var9 paren_token semi_token 3 if_token 4 var8 dot_token var10 paren_token 2 brace_token 2 3 var5 eq_token token continue_token 4 let_token var8 2 unsafe_token 2 brace_token 4 var8 dot_token unwrap_unchecked paren_token semi_token 4 if_token 2 4 var8 dot_token len paren_token var5 2 brace_token 4 4 let_token var11 2 unsafe_token 2 brace_token 3 4 let_token ptr 3 and_token Mut 3 var2 bracket_token var6 semi_token 3 3 var12 ptr var13 paren_token 3 4 2 paren_token 2 and_token 3 var8 bracket_token var5 dot_token as_ptr paren_token 4 ptr dot_token as_mut_ptr paren_token var5 var5 semi_token 2 var5 var11 2 var6 var11 3 if_token 2 4 var8 dot_token len paren_token var11 2 brace_token 5 var7 dot_token var14 paren_token 4 3 var8 bracket_token var11 dot_token var15 paren_token 2 brace_token 3 4 let_token var11 2 unsafe_token 2 brace_token 3 4 let_token ptr 3 and_token Mut 3 var2 bracket_token var6 semi_token 3 3 var12 ptr var13 paren_token 3 4 var8 dot_token as_ptr paren_token 4 ptr dot_token as_mut_ptr paren_token 4 var8 dot_token len paren_token 4 var8 dot_token len paren_token semi_token 2 var6 var11 2 var5 var11,1
294,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,1 6 fn_token var1 3 lt_token var2 gt_token paren_token 3 1 self_token 3 var3 colon_token 4 and_token var2 Mut 2 bracket_token var4 3 var5 colon_token 2 and_token 2 Option 3 lt_token var6 gt_token 2 Result 3 lt_token 2 4 and_token var2 Mut 2 bracket_token var4 var7 gt_token 2 brace_token 7 4 let_token var8 4 5 self dot_token var9 paren_token var5 dot_token var10 paren_token semi_token 3 if_token 2 4 var3 dot_token len paren_token var8 2 brace_token 3 4 let_token var11 4 var12 bang_token tokens semi_token 3 var13 bang_token tokens 2 return_token 3 var14 paren_token 3 2 var7 new paren_token 2 2 var7Code var16 var11 4 let_token var3 2 5 4 self dot_token var17 paren_token dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var3 4 match_token 2 and_token 2 self dot_token brace_token 3 3 2 2 var18 var19 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 3 2 2 var18 var21 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 3 2 2 var18 var22 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 semi_token 4 let_token var3 2 5 2 self dot_token dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var3 4 match_token 2 self dot_token brace_token 4 3 2 2 var23 var24 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var26 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var30 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var34 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var262048 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var36 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var37 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var263072 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var39 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var40 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var41 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var42 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 semi_token 3 var43 paren_token var3,1
295,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 4 let_token 3 var1 brace_token 2 1 var2 1 var3 2 self dot_token semi_token 4 if_token 2 4 2 self dot_token dot_token len paren_token 2 self dot_token 2 brace_token 5 2 self dot_token dot_token var4 paren_token 2 var2 var3 4 if_token 2 var2 var3 2 brace_token 2 unsafe_token 2 brace_token 5 2 self dot_token dot_token set_len paren_token 2 self dot_token 3 if_token 2 var3 2 self dot_token 2 brace_token 2 unsafe_token 2 brace_token 5 4 let_token ptr 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var5 paren_token var2 semi_token 4 let_token var6 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var5 paren_token var3 semi_token 4 let_token var7 2 2 self dot_token var3 semi_token 3 2 ptr var8 paren_token 3 var6 ptr var7 5 2 self dot_token dot_token set_len paren_token 2 var2 var7,1
296,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,2 pub_token 4 fn_token var1 paren_token 3 2 Mut self_token 3 var2 colon_token var3 3 var4 colon_token 2 and_token str 2 brace_token 7 3 var5 bang_token tokens 4 var5 bang_token tokens 4 let_token len 4 self dot_token len paren_token semi_token 4 let_token var6 4 var4 dot_token len paren_token semi_token 5 2 self dot_token dot_token var7 paren_token var6 2 unsafe_token 2 brace_token 2 5 2 self dot_token dot_token set_len paren_token 2 len var6 3 2 ptr var8 paren_token 3 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var9 paren_token var2 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var9 paren_token 2 var2 var6 2 len var2 5 2 paren_token 3 and_token Mut 3 2 self dot_token bracket_token 2 var2 2 paren_token 2 var2 var6 dot_token var8_from_slice paren_token 4 var4 dot_token var11 paren_token,1
297,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 3 2 ptr var1 paren_token 3 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var2 paren_token 2 self dot_token 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var2 paren_token 2 2 self dot_token 2 self dot_token 2 2 self dot_token 2 self dot_token 2 unsafe_token 2 brace_token 5 2 self dot_token dot_token set_len paren_token 2 2 self dot_token 2 self dot_token,1
298,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 unsafe_token 2 brace_token 8 4 let_token ptr 4 2 self dot_token dot_token as_mut_ptr paren_token semi_token 4 let_token len 4 2 self dot_token dot_token len paren_token semi_token 4 let_token var1 5 len dot_token wrapping_sub paren_token 2 self dot_token semi_token 4 let_token var2 5 ptr dot_token var3 paren_token 2 self dot_token semi_token 4 let_token var4 5 ptr dot_token var3 paren_token 2 self dot_token semi_token 3 2 ptr var5 paren_token 3 var4 var2 var1 4 let_token var6 5 2 self dot_token dot_token wrapping_sub paren_token 2 self dot_token semi_token 5 2 self dot_token dot_token set_len paren_token 2 len var6,1
299,2 pub_token 4 fn_token var1 paren_token 2 Mut self_token 2 brace_token 3 if_token 2 2 self dot_token token 2 brace_token 2 unsafe_token 2 brace_token 4 4 let_token var2 2 2 self dot_token 2 self dot_token semi_token 3 2 ptr var3 paren_token 3 4 3 2 self dot_token bracket_token 2 2 self dot_token 2 self dot_token dot_token as_ptr paren_token 4 3 2 self dot_token bracket_token var2 dot_token as_mut_ptr paren_token var2 3 2 self dot_token eq_token token 3 2 self dot_token eq_token var2,2 pub_token 5 fn_token var1 paren_token 2 2 Mut self_token 3 var2 colon_token 3 and_token Mut 2 bracket_token var3 var4 2 brace_token 4 4 let_token 2 Mut var5 4 var2 dot_token len paren_token semi_token 4 let_token 2 Mut var6 token semi_token 4 let_token var7 3 and_token Mut 2 self dot_token semi_token 2 loop_token 2 brace_token 5 3 if_token 2 var5 token 2 brace_token 2 3 if_token 2 2 self dot_token token 2 brace_token 2 2 self dot_token var6 2 break_token var6 4 let_token var8 4 var7 dot_token var9 paren_token semi_token 3 if_token 4 var8 dot_token var10 paren_token 2 brace_token 2 3 var5 eq_token token continue_token 4 let_token var8 2 unsafe_token 2 brace_token 4 var8 dot_token unwrap_unchecked paren_token semi_token 4 if_token 2 4 var8 dot_token len paren_token var5 2 brace_token 4 4 let_token var11 2 unsafe_token 2 brace_token 3 4 let_token ptr 3 and_token Mut 3 var2 bracket_token var6 semi_token 3 3 var12 ptr var13 paren_token 3 4 2 paren_token 2 and_token 3 var8 bracket_token var5 dot_token as_ptr paren_token 4 ptr dot_token as_mut_ptr paren_token var5 var5 semi_token 2 var5 var11 2 var6 var11 3 if_token 2 4 var8 dot_token len paren_token var11 2 brace_token 5 var7 dot_token var14 paren_token 4 3 var8 bracket_token var11 dot_token var15 paren_token 2 brace_token 3 4 let_token var11 2 unsafe_token 2 brace_token 3 4 let_token ptr 3 and_token Mut 3 var2 bracket_token var6 semi_token 3 3 var12 ptr var13 paren_token 3 4 var8 dot_token as_ptr paren_token 4 ptr dot_token as_mut_ptr paren_token 4 var8 dot_token len paren_token 4 var8 dot_token len paren_token semi_token 2 var6 var11 2 var5 var11,1
300,1 6 fn_token var1 3 lt_token var2 gt_token paren_token 3 1 self_token 3 var3 colon_token 4 and_token var2 Mut 2 bracket_token var4 3 var5 colon_token 2 and_token 2 Option 3 lt_token var6 gt_token 2 Result 3 lt_token 2 4 and_token var2 Mut 2 bracket_token var4 var7 gt_token 2 brace_token 7 4 let_token var8 4 5 self dot_token var9 paren_token var5 dot_token var10 paren_token semi_token 3 if_token 2 4 var3 dot_token len paren_token var8 2 brace_token 3 4 let_token var11 4 var12 bang_token tokens semi_token 3 var13 bang_token tokens 2 return_token 3 var14 paren_token 3 2 var7 new paren_token 2 2 var7Code var16 var11 4 let_token var3 2 5 4 self dot_token var17 paren_token dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var3 4 match_token 2 and_token 2 self dot_token brace_token 3 3 2 2 var18 var19 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 3 2 2 var18 var21 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 3 2 2 var18 var22 2 paren_token var20 fat_arrow_token 2 brace_token 2 4 let_token var3 2 5 var20 dot_token var1 paren_token 2 var3 var5 question_token semi_token var3 semi_token 4 let_token var3 2 5 2 self dot_token dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var3 4 match_token 2 self dot_token brace_token 4 3 2 2 var23 var24 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var26 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var30 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var34 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var262048 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var36 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var37 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var263072 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var39 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 3 2 2 var23 var40 2 paren_token var25 fat_arrow_token 2 brace_token 4 4 let_token var3 2 5 var41 dot_token var1 paren_token 2 var3 var5 question_token semi_token 4 let_token var8 2 2 3 var27 mem 2 var28 5 colon2_token Colon2 lt_token var29 gt_token paren_token 2 2 var42 var20o_usize paren_token semi_token 2 unsafe_token 2 brace_token 3 3 var27 ptr var32 paren_token 3 3 4 4 var25 dot_token var2s_slice paren_token dot_token var2s_ptr paren_token as_token 3 star_token const_token var4 4 var3 dot_token var2s_mut_ptr paren_token var8 3 and_token Mut 3 var3 bracket_token var8 semi_token 3 var43 paren_token var3,1 4 fn_token drop paren_token 2 Mut self_token 2 brace_token 2 4 let_token 3 var1 brace_token 2 1 var2 1 var3 2 self dot_token semi_token 4 if_token 2 4 2 self dot_token dot_token len paren_token 2 self dot_token 2 brace_token 5 2 self dot_token dot_token var4 paren_token 2 var2 var3 4 if_token 2 var2 var3 2 brace_token 2 unsafe_token 2 brace_token 5 2 self dot_token dot_token set_len paren_token 2 self dot_token 3 if_token 2 var3 2 self dot_token 2 brace_token 2 unsafe_token 2 brace_token 5 4 let_token ptr 5 4 2 self dot_token dot_token as_mut_ptr paren_token dot_token var5 paren_token var2 semi_token 4 let_token var6 5 4 2 self dot_token dot_token as_ptr paren_token dot_token var5 paren_token var3 semi_token 4 let_token var7 2 2 self dot_token var3 semi_token 3 2 ptr var8 paren_token 3 var6 ptr var7 5 2 self dot_token dot_token set_len paren_token 2 var2 var7,1
